id,polarity
4388,neutral
4389,neutral
4390,neutral
4391,neutral
4392,neutral
4393,positive
4394,neutral
4395,positive
4396,positive
4397,neutral
4398,neutral
4399,neutral
4400,neutral
4401,neutral
4402,neutral
4403,neutral
4404,neutral
4405,neutral
4406,neutral
4407,neutral
4408,neutral
4409,neutral
4410,neutral
4411,positive
4412,neutral
4413,negative
4414,positive
4415,negative
4416,neutral
4417,positive
4418,neutral
4419,neutral
4420,neutral
4421,neutral
4422,neutral
4423,neutral
4424,neutral
4425,neutral
4426,neutral
4427,positive
4428,neutral
4429,neutral
4430,neutral
4431,positive
4432,neutral
4433,neutral
4434,neutral
4435,neutral
4436,positive
4437,positive
4438,neutral
4439,neutral
4440,neutral
4441,neutral
4442,positive
4443,positive
4444,neutral
4445,positive
4446,neutral
4447,neutral
4448,negative
4449,positive
4450,negative
4451,positive
4452,positive
4453,negative
4454,neutral
4455,neutral
4456,positive
4457,neutral
4458,neutral
4459,positive
4460,neutral
4461,negative
4462,neutral
4463,neutral
4464,neutral
4465,neutral
4466,neutral
4467,neutral
4468,neutral
4469,neutral
4470,neutral
4471,neutral
4472,neutral
4473,neutral
4474,neutral
4475,neutral
4476,neutral
4477,neutral
4478,neutral
4479,positive
4480,neutral
4481,neutral
4482,neutral
4483,negative
4484,positive
4485,neutral
4486,positive
4487,positive
4488,positive
4489,neutral
4490,positive
4491,positive
4492,positive
4493,neutral
4494,neutral
4495,positive
4496,neutral
4497,neutral
4498,neutral
4499,neutral
4500,negative
4501,positive
4502,neutral
4503,neutral
4504,neutral
4505,neutral
4506,negative
4507,neutral
4508,neutral
4509,neutral
4510,positive
4511,neutral
4512,neutral
4513,positive
4514,positive
4515,neutral
4516,neutral
4517,neutral
4518,positive
4519,positive
4520,neutral
4521,positive
4522,neutral
4523,neutral
4524,negative
4525,neutral
4526,negative
4527,positive
4528,neutral
4529,positive
4530,neutral
4531,neutral
4532,positive
4533,neutral
4534,neutral
4535,neutral
4536,neutral
4537,positive
4538,neutral
4539,neutral
4540,positive
4541,positive
4542,neutral
4543,negative
4544,neutral
4545,positive
4546,neutral
4547,neutral
4548,neutral
4549,positive
4550,negative
4551,neutral
4552,neutral
4553,neutral
4554,neutral
4555,negative
4556,neutral
4557,neutral
4558,positive
4559,positive
4560,neutral
4561,negative
4562,neutral
4563,neutral
4564,positive
4565,neutral
4566,neutral
4567,neutral
4568,positive
4569,neutral
4570,negative
4571,neutral
4572,positive
4573,positive
4574,positive
4575,neutral
4576,negative
4577,neutral
4578,positive
4579,positive
4580,positive
4581,positive
4582,neutral
4583,positive
4584,positive
4585,neutral
4586,neutral
4587,neutral
4588,neutral
4589,neutral
4590,positive
4591,positive
4592,neutral
4593,neutral
4594,positive
4595,neutral
4596,positive
4597,neutral
4598,positive
4599,neutral
4600,neutral
4601,positive
4602,neutral
4603,neutral
4604,neutral
4605,neutral
4606,positive
4607,neutral
4608,neutral
4609,neutral
4610,positive
4611,positive
4612,positive
4613,neutral
4614,neutral
4615,neutral
4616,negative
4617,neutral
4618,neutral
4619,neutral
4620,neutral
4621,positive
4622,neutral
4623,neutral
4624,positive
4625,neutral
4626,neutral
4627,neutral
4628,positive
4629,positive
4630,positive
4631,neutral
4632,positive
4633,neutral
4634,neutral
4635,neutral
4636,positive
4637,neutral
4638,positive
4639,positive
4640,neutral
4641,neutral
4642,neutral
4643,negative
4644,neutral
4645,neutral
4646,positive
4647,neutral
4648,positive
4649,neutral
4650,negative
4651,neutral
4652,positive
4653,neutral
4654,neutral
4655,positive
4656,negative
4657,neutral
4658,neutral
4659,positive
4660,neutral
4661,positive
4662,negative
4663,neutral
4664,positive
4665,neutral
4666,neutral
4667,neutral
4668,neutral
4669,neutral
4670,positive
4671,neutral
4672,neutral
4673,neutral
4674,neutral
4675,neutral
4676,neutral
4677,positive
4678,neutral
4679,neutral
4680,negative
4681,neutral
4682,positive
4683,negative
4684,neutral
4685,positive
4686,positive
4687,neutral
4688,neutral
4689,positive
4690,negative
4691,positive
4692,positive
4693,positive
4694,neutral
4695,neutral
4696,positive
4697,negative
4698,neutral
4699,neutral
4700,neutral
4701,positive
4702,neutral
4703,positive
4704,neutral
4705,neutral
4706,positive
4707,neutral
4708,neutral
4709,neutral
4710,neutral
4711,neutral
4712,neutral
4713,neutral
4714,neutral
4715,neutral
4716,neutral
4717,positive
4718,neutral
4719,neutral
4720,positive
4721,neutral
4722,neutral
4723,negative
4724,neutral
4725,negative
4726,neutral
4727,neutral
4728,neutral
4729,positive
4730,neutral
4731,neutral
4732,neutral
4733,neutral
4734,neutral
4735,neutral
4736,negative
4737,negative
4738,positive
4739,positive
4740,neutral
4741,neutral
4742,neutral
4743,negative
4744,neutral
4745,positive
4746,positive
4747,neutral
4748,positive
4749,neutral
4750,positive
4751,neutral
4752,neutral
4753,positive
4754,positive
4755,neutral
4756,positive
4757,negative
4758,neutral
4759,neutral
4760,negative
4761,negative
4762,neutral
4763,positive
4764,neutral
4765,neutral
4766,neutral
4767,neutral
4768,positive
4769,neutral
4770,neutral
4771,positive
4772,positive
4773,positive
4774,neutral
4775,positive
4776,neutral
4777,neutral
4778,neutral
4779,neutral
4780,positive
4781,neutral
4782,negative
4783,positive
4784,neutral
4785,positive
4786,positive
4787,neutral
4788,neutral
4789,neutral
4790,neutral
4791,positive
4792,positive
4793,neutral
4794,positive
4795,neutral
4796,neutral
4797,neutral
4798,neutral
4799,neutral
4800,neutral
4801,positive
4802,neutral
4803,neutral
4804,neutral
4805,neutral
4806,positive
4807,neutral
4808,neutral
4809,neutral
4810,neutral
4811,neutral
4812,neutral
4813,neutral
4814,neutral
4815,positive
4816,positive
4817,positive
4818,negative
4819,positive
4820,neutral
4821,positive
4822,neutral
4823,neutral
4824,neutral
4825,neutral
4826,neutral
4827,positive
4828,positive
4829,positive
4830,positive
4831,negative
4832,positive
4833,neutral
4834,neutral
4835,positive
4836,positive
4837,positive
4838,positive
4839,neutral
4840,positive
4841,neutral
4842,positive
4843,neutral
4844,neutral
4845,neutral
4846,neutral
4847,neutral
4848,neutral
4849,positive
4850,neutral
